issuer_id,user_id,issuer_type,email,username,status,level,country,region,created_at,updated_at,metadata
e8faf80e-2d79-40a0-8882-922c7c2d6c6c,e3e5ff67-ab47-44c7-aa64-0e090d401a14,CREATOR,user10069@test.com,user_1069,PASSED,PRO,CA,NA,2025-12-12,,
ec280a6f-5370-4867-a414-9035e038c360,0d68b1e9-c0bc-4a3b-8758-697354c5848e,ATHLETE,user10857@test.com,user_1857,PASSED,PRO,CA,NA,2025-07-02,,
68d3e8a9-3370-4ce5-ba8f-35ec8b4a1398,65b95eb8-36ed-4f4e-ac30-0e68de47983a,CREATOR,user11483@test.com,user_2483,PASSED,YOUTH,CA,NA,2025-06-02,,
86cda1db-ed26-4ddd-9afd-fdd844f14c8c,4f33fbaa-ae36-4411-aa73-4a5eadff37ac,CREATOR,user11555@test.com,user_2555,PASSED,YOUTH,US,NA,2025-01-14,,
d1664d62-663d-4b1a-a071-d6dfbd4eb758,9ed7544f-65c0-47ef-9d78-c2441ea4e769,ATHLETE,user11691@test.com,user_2691,PASSED,COLLEGE,US,NA,2025-10-14,,
50cc68d3-71f1-49ca-9ec3-4dbc97194b76,f7857691-25cd-4bfe-9125-6b3af4ff48dc,CREATOR,user11474@test.com,user_2474,PASSED,COLLEGE,US,NA,2025-01-07,,
7efd8050-726c-48f2-911a-ff0ae7e9db0c,4d75eafd-5afa-45df-9405-dbff615c29ac,ATHLETE,user11798@test.com,user_2798,PASSED,PRO,US,NA,2025-06-16,,
77f6e1f4-7a20-4c6d-8e94-b5270c634d07,2c19da72-d4ed-4a44-8b63-af23c119290e,CREATOR,user10478@test.com,user_1478,PASSED,COLLEGE,US,NA,2025-05-17,,
16a868a3-303d-4cdc-8772-077b9e59affb,ab473e4c-eac7-4f5e-bc79-c5415a60f009,ATHLETE,user10281@test.com,user_1281,PASSED,YOUTH,US,NA,2025-07-16,,
1e32ada0-ed68-42f0-a9b3-1a2ac7955e5e,6a945831-b39c-4525-bcae-7772ce1fa4f4,CREATOR,user11647@test.com,user_2647,PASSED,COLLEGE,UK,NA,2025-11-01,,
2741ac32-87fb-419d-baa8-ea9a4a13559f,fe24ebdf-f961-4336-b986-120b606e0f73,ATHLETE,user11556@test.com,user_2556,PASSED,YOUTH,CA,NA,2025-04-11,,
356cc07a-a2e7-4fc0-8860-2439157cdb33,1b6312ad-8aca-423e-9a3b-c1d16a61b83a,ATHLETE,user11729@test.com,user_2729,PASSED,PRO,CA,NA,2025-04-06,,
7bf92559-a507-49cf-aad4-e7daae737a16,fa33fb6c-f908-4c3c-aa85-785d5a975c65,ATHLETE,user10210@test.com,user_1210,PASSED,YOUTH,US,NA,2025-09-11,,
f8c35247-d8df-4da3-96e1-cb8d7849b745,5566cc61-2a2c-4a1e-8593-ed7290526a41,ATHLETE,user10297@test.com,user_1297,PASSED,PRO,US,NA,2025-06-03,,
d4e17616-fd6f-4d6d-8420-eac53627f6d2,576597dd-6f3e-4080-a169-0ef361f9a1e4,ATHLETE,user11884@test.com,user_2884,PASSED,YOUTH,CA,NA,2025-04-09,,
3380224a-6504-4225-bbd4-3d160005013b,fa3806a0-3e52-4fb2-aced-b17cc11f530d,ATHLETE,user11833@test.com,user_2833,PASSED,COLLEGE,UK,NA,2025-11-17,,
58de9b0d-4a6b-4f47-b964-6d870f7ac9b2,f9a364c8-f5ca-455f-9b3e-a30222254e3f,ATHLETE,user10651@test.com,user_1651,PASSED,PRO,CA,NA,2025-03-28,,
810c6905-187d-43eb-93ec-7454b507570a,b5d83490-ab25-466b-8ca5-6a70b7624b53,CREATOR,user11233@test.com,user_2233,PASSED,COLLEGE,UK,NA,2025-04-28,,
c0ea83a5-f861-48b0-aaf1-03be0f1193f4,04d0257e-252d-4789-812c-49fc54899450,ATHLETE,user11502@test.com,user_2502,PASSED,COLLEGE,UK,NA,2025-04-20,,
5bf27cab-4c7f-4cb0-b1ca-2b0c90393976,b5263c1e-d565-4d46-a40a-51bf600831c4,ATHLETE,user11931@test.com,user_2931,PASSED,PRO,US,NA,2025-04-27,,
c5301036-484f-46c3-8abb-860e0832aa03,69a0f0ab-37e6-49f8-a8c1-63ba5c34bda6,ATHLETE,user10916@test.com,user_1916,PASSED,YOUTH,US,NA,2025-03-02,,
d893f3d3-c7b3-479b-989a-0f8bcf7cfc91,f4de902e-c3fd-4fb2-8b17-c08189247e32,CREATOR,user10993@test.com,user_1993,PASSED,COLLEGE,CA,NA,2025-09-17,,
4f248cfa-e7b4-4eb3-af64-debb7d905e5b,73df1238-e236-42d9-bcef-60b2ce5859ae,ATHLETE,user10429@test.com,user_1429,PASSED,YOUTH,US,NA,2025-06-07,,
de1efa9f-53b0-43f2-a5e2-463edf2f22e0,70d6e78b-ba50-47f0-a253-085dcf71c8dd,CREATOR,user11370@test.com,user_2370,PASSED,YOUTH,US,NA,2025-07-06,,
b373675a-13d7-473d-872f-1c1cb844f292,d093367b-3518-44ff-8dc9-a6c21ca3441c,CREATOR,user10239@test.com,user_1239,PASSED,PRO,US,NA,2025-10-25,,
ef65f9b2-2189-4c94-b220-b608a67f7b81,7202a17d-f9db-4d7b-91d9-f9bcc1b54758,CREATOR,user10879@test.com,user_1879,PASSED,YOUTH,UK,NA,2025-01-29,,
f9de050a-6432-4348-9137-6d7ca7ae3062,fcdc7191-53bd-4807-8ed1-a1661dc66c4d,ATHLETE,user10620@test.com,user_1620,PASSED,COLLEGE,CA,NA,2025-02-10,,
214b8b68-11f7-49ea-ad16-df03fa519e2f,6d2d578c-94ae-492f-b72c-0033d4923f6d,ATHLETE,user10256@test.com,user_1256,PASSED,COLLEGE,UK,NA,2025-01-19,,
6cfb2bc7-e230-48e0-9b1f-9d5fa8631c87,5625b3a2-08d9-46a4-a6a9-77b6d4975957,ATHLETE,user10611@test.com,user_1611,PASSED,PRO,CA,NA,2025-06-22,,
578a7055-af2c-4026-ac7f-1f7e22a5a42e,ac625e0a-d434-4358-923d-d7a667630a30,ATHLETE,user10544@test.com,user_1544,PASSED,PRO,US,NA,2025-02-11,,
6e204c5e-e0ff-4bea-9dc3-5365ff4aa5c8,a0302df5-a7a1-49d8-9fa0-e7f50d237701,ATHLETE,user10771@test.com,user_1771,PASSED,PRO,US,NA,2025-10-25,,
bd571f48-1aa2-4c01-b111-f3de7421b457,b10c92a4-c87b-4aa2-a822-6f3ce728814c,CREATOR,user11419@test.com,user_2419,PASSED,PRO,US,NA,2025-11-21,,
5211537b-237d-40e2-ad11-eb107be9977b,606011da-0f65-4c29-8816-2ba9d89e9c6f,ATHLETE,user11041@test.com,user_2041,PASSED,YOUTH,UK,NA,2025-08-28,,
88919ca0-1b5c-4596-8e8c-05ccbbbd8cfb,d241f407-e7c9-4757-9704-8e846a3dc269,ATHLETE,user11789@test.com,user_2789,PASSED,YOUTH,UK,NA,2025-11-29,,
bba5d49e-8863-4d1c-a83c-44b0fbc276dd,adf7f001-828e-41ef-99c2-8bc0e6c6ed99,ATHLETE,user10759@test.com,user_1759,PASSED,YOUTH,CA,NA,2025-09-12,,
53449431-6c7a-40d4-a5c6-06d850284900,665aa030-d875-4bc3-b001-1e4f12e936df,CREATOR,user10382@test.com,user_1382,PASSED,COLLEGE,CA,NA,2025-01-03,,
787cd621-4576-433f-a37b-60a84a58ac43,efc784f5-5dd8-46be-a899-571c2185bffe,ATHLETE,user11103@test.com,user_2103,PASSED,PRO,US,NA,2025-01-24,,
2c774c86-ea4c-4778-bc00-eca3cf77e9e3,060a6ef2-af68-4b90-b91d-a5a183090b04,ATHLETE,user10973@test.com,user_1973,PASSED,COLLEGE,UK,NA,2025-09-28,,
07096c9d-45cb-4b59-8eef-972c5c896f24,c1b81bec-8816-4df8-b938-9258df3d8ed4,CREATOR,user10352@test.com,user_1352,PASSED,PRO,CA,NA,2025-07-10,,
2f240fdc-8bd9-4318-915a-1af858eebc51,96806fa0-ee9b-4be7-b673-89d330e11242,ATHLETE,user11605@test.com,user_2605,PASSED,COLLEGE,US,NA,2025-08-02,,
65bf5046-65aa-41e3-9ffb-1820707d116b,51c319cb-34ca-41d6-bafe-9a570486a02e,ATHLETE,user11825@test.com,user_2825,PASSED,YOUTH,US,NA,2025-07-16,,
06d4998e-bc5a-4423-a23b-59a9045abcb3,5f691744-e597-49b7-9f51-d86870ae8715,CREATOR,user11036@test.com,user_2036,PASSED,COLLEGE,UK,NA,2025-09-02,,
50f84457-fb59-4d62-b710-ced72f160e1c,8bc0afc3-3a1a-454e-80ff-09a9eee81a9a,CREATOR,user11107@test.com,user_2107,PASSED,PRO,CA,NA,2025-11-18,,
28a55c52-11ce-4806-aeab-6690cde7414f,fe5547c8-4185-4b36-9501-592960e4002e,ATHLETE,user10494@test.com,user_1494,PASSED,COLLEGE,US,NA,2025-06-07,,
598e667f-f0a6-484f-9e0d-baa208870c54,100fd8c5-b673-4b72-a529-7b93a8b4115f,ATHLETE,user10393@test.com,user_1393,PASSED,PRO,UK,NA,2025-08-22,,
ebbf8db9-01cf-427e-b7a1-a78ded40dd53,9f6578ec-1783-44c7-8ca7-0f2d1de60334,CREATOR,user11546@test.com,user_2546,PASSED,PRO,CA,NA,2025-10-06,,
075f9070-14d2-465d-b4bb-75a642d0c76e,aab6d197-faf8-4c08-bc08-3e3734194670,ATHLETE,user10464@test.com,user_1464,PASSED,COLLEGE,CA,NA,2025-01-28,,
7092dcd6-71f4-4e3c-ba36-83c7afe4b27f,750d3add-2b61-4e56-8266-d217f56762ce,ATHLETE,user10886@test.com,user_1886,PASSED,PRO,US,NA,2025-08-15,,
7ae93e53-a178-47fb-ad5f-cbc716dd595b,c0ce66a4-51ce-4d73-a990-7c8fe4d3b7bb,ATHLETE,user11193@test.com,user_2193,PASSED,COLLEGE,UK,NA,2025-10-29,,
5c41fcad-6253-4ee0-a559-f1aeca71dad4,1d0c44c9-ab10-4810-a973-684fada4e9b1,CREATOR,user10366@test.com,user_1366,PASSED,PRO,UK,NA,2025-03-12,,
f2bf78f4-4713-4766-9469-da506e5db99b,8c1d1034-3361-4f0f-b62e-70570bd11022,CREATOR,user11893@test.com,user_2893,PASSED,PRO,CA,NA,2025-03-04,,
0f482c67-1be7-4743-b2d8-8ce87c1a5b8f,3c75cf8f-83e5-44d8-95bf-652187898624,ATHLETE,user11873@test.com,user_2873,PASSED,COLLEGE,US,NA,2025-05-17,,
c4a470e4-1c7f-4a33-8875-71ece3ec4510,74df17ea-013c-44c4-9687-9c49ac33ab09,CREATOR,user10744@test.com,user_1744,PASSED,PRO,US,NA,2025-11-08,,
1eacb5a0-5b52-4052-b36e-c09a786d19c2,d445759a-90dc-442c-a511-c7ce7aa1e811,CREATOR,user10529@test.com,user_1529,PASSED,COLLEGE,CA,NA,2025-05-22,,
5bf7aa67-d9cd-40a0-b378-6fd35912d9de,6a94abc6-e90a-449e-9272-38f22d37756b,CREATOR,user10802@test.com,user_1802,PASSED,COLLEGE,CA,NA,2025-04-06,,
575f03d2-9c35-4c25-b74f-e9d214386412,808eafa5-3692-404a-b36f-16327a6f0ba8,ATHLETE,user11223@test.com,user_2223,PASSED,PRO,US,NA,2025-12-26,,
6836b37a-9b7c-48d5-94b0-eedd71616ac0,04b6773f-f837-45fd-8b85-c477ee5d499b,CREATOR,user11978@test.com,user_2978,PASSED,YOUTH,US,NA,2025-10-30,,
7f8752cd-377e-408b-adc8-88ea1072d16f,03a5b4fa-23ea-4ded-9a85-e448728e58f6,ATHLETE,user11905@test.com,user_2905,PASSED,PRO,US,NA,2025-09-26,,
cdfe35a0-6eaf-48d2-8921-4a18a917c23d,88edbd9e-bb18-412f-a2a7-b940264075e2,ATHLETE,user11699@test.com,user_2699,PASSED,YOUTH,CA,NA,2025-09-27,,
6349eb43-aae4-4a3f-b1ef-78747d22ec28,0f679d47-7d15-4dc6-822d-95043ba1bdf6,ATHLETE,user11544@test.com,user_2544,PASSED,YOUTH,CA,NA,2025-06-17,,
